رقم البند,رمز النظام المتناسق,المستوى,نوع البضاعة,الاسم التجاري,رسم الاستيراد,بدل خدمات الاستيراد,رسم الاستيراد الكلي,الوحدة القياسية
82.01,8201.10.00,-,جاروف ورفش,جاروف,225,75,300,وزن
82.01,8201.30.00,-,معاول وفؤوس,معول,225,75,300,وزن
82.01,8201.40.00,-,فؤوس وبلطات,فأس,225,75,300,وزن
82.01,8201.50.00,-,مقصات تقليم يدوية,مقص,225,75,300,وزن
82.01,8201.60.00,-,جزازات أعشاب,جزازة,225,75,300,وزن
82.01,8201.90.00,-,عدد زراعية أخرى,عدد زراعية,225,75,300,وزن
82.02,8202.10.00,-,مناشير يدوية,منشار يدوي,225,75,300,وزن
82.02,8202.20.00,-,نصال مناشير شريطية,شريط منشار,225,75,300,وزن
82.02,8202.31.00,-,نصال مناشير دائرية من صلب,نصل منشار دائري,225,75,300,وزن
82.02,8202.39.00,-,غيرها,نصال مناشير دائرية,225,75,300,وزن
82.02,8202.40.00,-,نصال مناشير سلسلة,سلسلة منشار,225,75,300,وزن
82.02,8202.91.00,-,نصال مناشير مستقيمة للمعادن,نصل منشار معادن,225,75,300,وزن
82.02,8202.99.00,-,غيرها,نصال مناشير,225,75,300,وزن
82.03,8203.10.00,-,مبارد,مبرد,225,75,300,وزن
82.03,8203.20.00,-,كماشة وبنزة,كماشة,225,75,300,وزن
82.03,8203.30.00,-,مقصات معادن,مقص معادن,225,75,300,وزن
82.03,8203.40.00,-,قاطعات مواسير,قاطعة مواسير,225,75,300,وزن
82.04,8204.11.00,-,مفاتيح ربط ثابتة,مفتاح ربط ثابت,225,75,300,وزن
82.04,8204.12.00,-,مفاتيح ربط إنجليزية,مفتاح ربط انجليزي,225,75,300,وزن
82.04,8204.20.00,-,رؤوس ربط قابلة للتبديل,رؤوس مفاتيح,225,75,300,وزن
82.05,8205.10.00,-,أدوات ثقب ولولبة يدوية,أدوات ثقب,225,75,300,وزن
82.05,8205.20.00,-,مطارق,مطرقة,225,75,300,وزن
82.05,8205.30.00,-,أزاميل للخشب,إزميل,225,75,300,وزن
82.05,8205.40.00,-,مفكات,مفك,225,75,300,وزن
82.05,8205.51.00,-,عدد يدوية منزلية,عدد منزلية,225,75,300,وزن
82.05,8205.59.00,-,غيرها,عدد يدوية,225,75,300,وزن
82.05,8205.60.00,-,مواقد لحام,موقد لحام,225,75,300,وزن
82.05,8205.70.00,-,ملزمات,ملزمة,225,75,300,وزن
82.05,8205.80.00,-,سنادين ودواليب شحذ,سندان,225,75,300,وزن
82.05,8205.90.00,-,مجموعات عدد,طقم عدد,225,75,300,وزن
82.06,8206.00.00,-,عدد مهيأة كمجموعات للبيع بالتجزئة,طقم عدد,225,75,300,وزن
82.07,8207.13.00,-,أدوات حفر الصخور بسيرميت,لقمة حفر سيرميت,225,75,300,وزن
82.07,8207.19.00,-,غيرها,أدوات حفر,225,75,300,وزن
82.07,8207.20.00,-,قوالب سحب المعادن,قوالب سحب,75,25,100,وزن
82.07,8207.30.00,-,أدوات للضغط والكبس,أدوات كبس,225,75,300,وزن
82.07,8207.40.00,-,أدوات لولبة,أدوات لولبة,225,75,300,وزن
82.07,8207.50.00,-,أدوات ثقب,مثاقب,225,75,300,وزن
82.07,8207.60.00,-,أدوات تخريم,أدوات تخريم,225,75,300,وزن
82.07,8207.70.00,-,أدوات تفريز,فريزة,225,75,300,وزن
82.07,8207.80.00,-,أدوات خرط,أدوات خرط,225,75,300,وزن
82.07,8207.90.00,-,أدوات قابلة للتبديل أخرى,عدد قابلة للتبديل,225,75,300,وزن
82.08,8208.10.00,-,سكاكين لآلات شغل المعادن,سكين آلة معادن,225,75,300,وزن
82.08,8208.20.00,-,سكاكين لآلات شغل الخشب,سكين آلة خشب,225,75,300,وزن
82.08,8208.30.00,-,سكاكين لآلات الصناعات الغذائية,سكين غذائي,225,75,300,وزن
82.08,8208.40.00,-,سكاكين لآلات الزراعة,سكين زراعي,225,75,300,وزن
82.08,8208.90.00,-,غيرها,سكاكين آلات,225,75,300,وزن
82.09,8209.00.00,-,أطراف ورؤوس عدد من سيرميت غير مركبة,لوحات سيرميت,225,75,300,وزن
82.1,8210.00.00,-,أجهزة آلية يدوية لتحضير الطعام وزن ≤ 10 كغ,جهاز مطبخ يدوي,225,75,300,وزن
82.11,8211.10.00,-,مجموعات سكاكين,طقم سكاكين,225,75,300,وزن
82.11,8211.91.00,-,سكاكين مائدة ثابتة,سكين مائدة,225,75,300,وزن
82.11,8211.92.00,-,سكاكين أخرى ثابتة,سكين مطبخ,225,75,300,وزن
82.11,8211.93.10,-,مطاوي تقليم,مطواية,225,75,300,وزن
82.11,8211.93.90,-,غيرها,سكاكين قابلة للطي,225,75,300,وزن
82.11,8211.94.00,-,نصال سكاكين,نصل سكين,225,75,300,وزن
82.11,8211.95.00,-,مقابض من معادن عادية,مقبض سكين,225,75,300,وزن
82.12,8212.10.00,-,أمواس وأدوات حلاقة,مواس حلاقة,225,75,300,وزن
82.12,8212.20.00,-,شفرات حلاقة أمان,شفرات,225,75,300,وزن
82.12,8212.90.00,-,أجزاء أخرى,أجزاء أمواس,225,75,300,وزن
82.13,8213.00.00,-,مقصات ونصالها,مقص,225,75,300,وزن
82.14,8214.10.00,-,قاطعات ورق وفاحتات رسائل,قاطعة ورق,225,75,300,وزن
82.14,8214.20.00,-,أدوات تقليم أظافر,مقص أظافر,225,75,300,وزن
82.14,8214.90.10,-,آلات جز صوف,آلة جز,225,75,300,وزن
82.14,8214.90.20,-,سواطير وسكاكين جزارين,ساطور,225,75,300,وزن
82.14,8214.90.90,-,غيرها,أدوات قاطعة,225,75,300,وزن
82.15,8215.10.00,-,أطقم ملاعق وشوك مطلية بمعادن ثمينة,أطقم مائدة ثمينة,375,125,500,وزن
82.15,8215.20.00,-,أطقم ملاعق وشوك أخرى,أطقم مائدة,375,125,500,وزن
82.15,8215.91.00,-,ملاعق وشوك مطلية بمعادن ثمينة,ملعقة مطلية,375,125,500,وزن
82.15,8215.99.00,-,غيرها,ملاعق وشوك,375,125,500,وزن
83.01,8301.10.00,-,أقفال,قفل,225,75,300,وزن
83.01,8301.20.00,-,مغاليق للسيارات,قفل سيارة,225,75,300,وزن
83.01,8301.30.00,-,مغاليق للأثاث,قفل أثاث,225,75,300,وزن
83.01,8301.40.00,-,مغاليق أخرى,قفل,225,75,300,وزن
83.01,8301.50.00,-,أغالق وأطر أغالق,قفل,225,75,300,وزن
83.01,8301.60.00,-,أجزاء أقفال,أجزاء أقفال,225,75,300,وزن
83.01,8301.70.00,-,مفاتيح,مفتاح,225,75,300,وزن
83.02,8302.10.00,-,مفصلات من جميع الأنواع,مفصل,115,38,153,وزن
83.02,8302.20.00,-,عجلات صغيرة (كاستور),كاستور,115,38,153,وزن
83.02,8302.30.00,-,تركيبات للسيارات,تركيبات سيارات,225,75,300,وزن
83.02,8302.41.00,-,تركيبات للمباني,تركيبات مباني,225,75,300,وزن
83.02,8302.42.00,-,تركيبات للأثاث,تركيبات أثاث,225,75,300,وزن
83.02,8302.49.00,-,غيرها,تركيبات,225,75,300,وزن
83.02,8302.50.00,-,مشاجب وحوامل قبعات,مشجب,225,75,300,وزن
83.02,8302.60.00,-,غالقات ذاتية الحركة للأبواب,غالق باب,225,75,300,وزن
83.03,8303.00.00,-,خزائن وأبواب مصفحة,خزنة,225,75,300,وزن
83.04,8304.00.00,-,علب ملفات وقرطاسية مكتبية,لوازم مكتبية,225,75,300,وزن
83.05,8305.10.00,-,تركيبات ملفات (أجزاء كالسورات),أجزاء ملفات,225,75,300,وزن
83.05,8305.20.00,-,مشابك خارزة بشكل أمشاط,مشابك,225,75,300,وزن
83.05,8305.90.00,-,غيرها,أصناف مكتبية,225,75,300,وزن
83.06,8306.10.00,-,أجراس ونواقيس,جرس,225,75,300,وزن
83.06,8306.21.00,-,تماثيل صغيرة مطلية بمعادن ثمينة,تماثيل,225,75,300,وزن
83.06,8306.29.00,-,غيرها,تماثيل,375,125,500,وزن
83.06,8306.30.00,-,أطر للصور ومرايا,برواز,375,125,500,وزن
83.07,8307.10.00,-,أنابيب مرنة من حديد أو صلب,خرطوم مرن,225,75,300,وزن
83.07,8307.90.00,-,أنابيب مرنة من معادن أخرى,خرطوم مرن,225,75,300,وزن
83.08,8308.10.00,-,خطافات وعرى,خطاف,75,25,100,وزن
83.08,8308.20.00,-,مسامير برشام مجوفة,برشام مجوف,150,50,200,وزن
83.08,8308.90.00,-,غيرها,أبازيم,75,25,100,وزن
83.09,8309.10.00,-,سدادات تاجية,غطاء معدن,75,25,100,وزن
83.09,8309.90.00,-,غيرها,سدادات,75,25,100,وزن
83.1,8310.00.00,-,لوحات إرشادية وأرقام وحروف,لوحة معدنية,225,75,300,وزن
83.11,8311.10.00,-,أقطاب لحام مغطاة,أقطاب لحام,40,13,53,وزن
83.11,8311.20.00,-,أسلاك حشوة لحام,سلك لحام,40,13,53,وزن
83.11,8311.30.00,-,عيدان لحام باللهب,عصا لحام,40,13,53,وزن
83.11,8311.90.00,-,غيرها,مواد لحام,40,13,53,وزن
84.01,8401.10.00,-,مفاعلات نووية,مفاعل نووي,قائمة سلبية,قائمة سلبية,قائمة سلبية,
84.01,8401.20.00,-,آلات وأجهزة للفصل النظائري,جهاز فصل نظائري,قائمة سلبية,قائمة سلبية,قائمة سلبية,
84.01,8401.30.00,-,عناصر وقود غير مشعة,قضبان وقود,قائمة سلبية,قائمة سلبية,قائمة سلبية,
84.01,8401.40.00,-,أجزاء مفاعلات نووية,أجزاء مفاعل,قائمة سلبية,قائمة سلبية,قائمة سلبية,
84.02,8402.11.00,-,مراجل أنابيب مائية إنتاج بخار > 45 طن/ساعة,مرجل,75,25,100,وزن
84.02,8402.12.00,-,مراجل أنابيب مائية إنتاج بخار ≤ 45 طن/ساعة,مرجل,75,25,100,وزن
84.02,8402.19.00,-,غيرها,مراجل بخار,75,25,100,وزن
84.02,8402.20.00,-,مراجل مياه مسخنة,مرجل ماء مسخن,75,25,100,وزن
84.02,8402.90.00,-,أجزاء,أجزاء مراجل,75,25,100,وزن
84.03,8403.10.00,-,مراجل للتدفئة المركزية,مرجل تدفئة,75,25,100,وزن
84.03,8403.90.00,-,أجزاء,أجزاء مرجل تدفئة,75,25,100,وزن
84.04,8404.10.10,-,أجهزة مساعدة للمراجل البخارية,موفر طاقة,225,75,300,وزن
84.04,8404.10.20,-,أجهزة مساعدة لمراجل التدفئة,موفر طاقة تدفئة,225,75,300,وزن
84.04,8404.20.00,-,مكثفات لآلات البخارية,مكثف,75,25,100,وزن
84.04,8404.90.10,-,أجزاء لأجهزة مساعدة المراجل البخارية,أجزاء,75,25,100,وزن
84.04,8404.90.20,-,أجزاء لأجهزة مساعدة مراجل التدفئة,أجزاء,75,25,100,وزن
84.05,8405.10.00,-,مولدات غاز,مولد غاز,75,25,100,وزن
84.05,8405.90.00,-,أجزاء,أجزاء,75,25,100,وزن
84.06,8406.10.00,-,عنفات بخارية للسفن,توربين بخاري,75,25,100,وزن
84.06,8406.81.00,-,عنفات بخارية قدرة > 40 ميجاوات,توربين بخاري,75,25,100,وزن
84.06,8406.82.00,-,عنفات بخارية قدرة ≤ 40 ميجاوات,توربين بخاري,75,25,100,وزن
84.06,8406.90.00,-,أجزاء,أجزاء توربين,75,25,100,وزن
84.07,8407.10.00,-,محركات للطائرات,محرك طائرة,225,75,300,وزن
84.07,8407.21.00,-,محركات خارجية للقوارب,محرك قارب,225,75,300,وزن
84.07,8407.29.00,-,غيرها,محركات قوارب,225,75,300,وزن
84.07,8407.31.00,-,محركات سعة ≤ 50 سم3 للسيارات,محرك صغير,225,75,300,وزن
84.07,8407.32.00,-,محركات سعة 50-250 سم3,محرك,225,75,300,وزن
84.07,8407.33.00,-,محركات سعة 250-1000 سم3,محرك,225,75,300,وزن
84.07,8407.34.00,-,محركات سعة > 1000 سم3,محرك,225,75,300,وزن
84.07,8407.90.00,-,محركات أخرى,محرك انفجاري,225,75,300,وزن
84.08,8408.10.00,-,محركات ديزل للسفن,محرك ديزل سفن,225,75,300,وزن
84.08,8408.20.00,-,محركات ديزل للسيارات,محرك ديزل سيارات,225,75,300,وزن
84.08,8408.90.00,-,محركات ديزل أخرى,محرك ديزل,225,75,300,وزن
84.09,8409.10.00,-,أجزاء لمحركات الطائرات,أجزاء محرك طائرة,225,75,300,وزن
84.09,8409.91.00,-,أجزاء لمحركات انفجارية,أجزاء محرك بنزين,225,75,300,وزن
84.09,8409.99.00,-,غيرها,أجزاء محرك,225,75,300,وزن
84.1,8410.11.00,-,عنفات مائية قدرة ≤ 1000 كيلوواط,توربين مائي,75,25,100,وزن
84.1,8410.12.00,-,عنفات مائية قدرة 1000-10000 كيلوواط,توربين مائي,75,25,100,وزن
84.1,8410.13.00,-,عنفات مائية قدرة > 10000 كيلوواط,توربين مائي,75,25,100,وزن
84.1,8410.90.00,-,أجزاء,أجزاء توربين مائي,75,25,100,وزن
84.11,8411.11.00,-,عنفات نفاثة قوة دفع ≤ 25 كيلونيوتن,توربين نفاث,75,25,100,وزن
84.11,8411.12.00,-,عنفات نفاثة قوة دفع > 25 كيلونيوتن,توربين نفاث,75,25,100,وزن
84.11,8411.21.00,-,عنفات دافعة قدرة ≤ 1100 كيلوواط,توربين دافع,75,25,100,وزن
84.11,8411.22.00,-,عنفات دافعة قدرة > 1100 كيلوواط,توربين دافع,75,25,100,وزن
84.11,8411.81.00,-,عنفات غازية قدرة ≤ 5000 كيلوواط,توربين غازي,75,25,100,وزن
84.11,8411.82.00,-,عنفات غازية قدرة > 5000 كيلوواط,توربين غازي,75,25,100,وزن
84.11,8411.91.00,-,أجزاء لعنفات نفاثة ودافعة,أجزاء توربين,75,25,100,وزن
84.11,8411.99.00,-,غيرها,أجزاء توربين غازي,75,25,100,وزن
84.12,8412.10.00,-,محركات نفاثة عدا التوربينية,محرك نفاث,75,25,100,وزن
84.12,8412.21.00,-,أسطوانات هيدروليكية,اسطوانة هيدروليك,75,25,100,وزن
84.12,8412.29.00,-,غيرها,محركات هيدروليكية,75,25,100,وزن
84.12,8412.31.00,-,أسطوانات هوائية,اسطوانة هواء,75,25,100,وزن
84.12,8412.39.00,-,غيرها,محركات هوائية,75,25,100,وزن
84.12,8412.80.00,-,غيرها,محركات أخرى,75,25,100,وزن
84.12,8412.90.00,-,أجزاء,أجزاء محركات,75,25,100,وزن
84.13,8413.11.00,-,مضخات توزيع الوقود في المحطات,مضخة بنزين,75,25,100,وزن
84.13,8413.19.00,-,غيرها,مضخات بعداد,75,25,100,وزن
84.13,8413.20.00,-,مضخات يدوية,مضخة يدوية,75,25,100,وزن
84.13,8413.30.00,-,مضخات وقود وزيت للمحركات,مضخة حقن,75,25,100,وزن
84.13,8413.40.00,-,مضخات خرسانة,مضخة خرسانة,75,25,100,وزن
84.13,8413.50.00,-,مضخات ترددية,مضخة ترددية,75,25,100,وزن
84.13,8413.60.00,-,مضخات دوارة,مضخة دوارة,75,25,100,وزن
84.13,8413.70.00,-,مضخات طرد مركزي,مضخة طرد مركزي,75,25,100,وزن
84.13,8413.81.00,-,مضخات أخرى,مضخة,75,25,100,وزن
84.13,8413.82.00,-,رافعات سوائل,رافعة سوائل,75,25,100,وزن
84.13,8413.91.00,-,أجزاء للمضخات,أجزاء مضخة,75,25,100,وزن
84.13,8413.92.00,-,أجزاء لرافعات السوائل,أجزاء رافعة,75,25,100,وزن
84.14,8414.10.00,-,مضخات تفريغ الهواء,مضخة تفريغ,75,25,100,وزن
84.14,8414.20.00,-,مضخات هواء يدوية,منفاخ,75,25,100,وزن
84.14,8414.30.00,-,ضواغط للتبريد,كمبروسر ثلاجة,75,25,100,وزن
84.14,8414.40.00,-,ضواغط هواء على عجلات,كمبروسر هواء,75,25,100,وزن
84.14,8414.51.00,-,مراوح طاولة بقدرة ≤ 125 واط,مروحة,1125,375,1500,وزن
84.14,8414.59.10,-,مراوح كأجزاء لأجهزة أخرى,مروحة صناعية,225,75,300,وزن
84.14,8414.59.90,-,غيرها,مراوح,1125,375,1500,وزن
84.14,8414.60.00,-,أغطية شفاطة (شراقات),شافطة,750,250,1000,وزن
84.14,8414.70.00,-,خزانات السلامة البيولوجية,خزانة أمان,375,125,500,وزن
84.14,8414.80.00,-,غيرها,منافيخ,75,25,100,وزن
84.14,8414.90.00,-,أجزاء,أجزاء مراوح,75,25,100,وزن
84.15,8415.10.10,-,مكيفات هواء لصناعات خاصة,مكيف صناعي,750,250,1000,وزن
84.15,8415.10.90,-,غيرها,مكيفات,750,250,1000,وزن
84.15,8415.20.00,-,مكيفات للسيارات,مكيف سيارة,1125,375,1500,وزن
84.15,8415.81.00,-,مكيفات مضخة حرارية عاكسة,مضخة حرارية,1125,375,1500,وزن
84.15,8415.82.10,-,مكيفات صناعية بوحدة تبريد,مكيف صناعي,750,250,1000,وزن
84.15,8415.82.90,-,غيرها,مكيفات,1125,375,1500,وزن
84.15,8415.83.00,-,مكيفات بدون وحدة تبريد,مكيف هواء فقط,1125,375,1500,وزن
84.15,8415.90.10,-,وحدات داخلية لمكيفات سبليت,وحدة داخلية,1125,375,1500,وزن
84.15,8415.90.90,-,غيرها,أجزاء مكيفات,1125,375,1500,وزن
